id,t_score,u_score,p_t,p_u,p_u_thd_0.01
111011_818,,,,1.0,0.0
111012_818,,,,1.0,0.0
111013_818,,,,1.0,0.0
111014_818,,,,1.0,0.0
111015_818,,,,1.0,0.0
111016_818,,,,1.0,0.0
111017_818,,,,1.0,0.0
111018_818,,,,1.0,0.0
111019_818,,,,1.0,0.0
111020_729,,,,1.0,0.0
111020_818,,,,1.0,0.0
111030_729,,,,1.0,0.0
111030_818,,,,1.0,0.0
111041_729,,,,1.0,0.0
111042_729,,,,1.0,0.0
111043_729,,,,1.0,0.0
111044_729,,,,1.0,0.0
111045_729,,,,1.0,0.0
111046_729,,,,1.0,0.0
111047_729,,,,1.0,0.0
111048_729,,,,1.0,0.0
111049_729,,,,1.0,0.0
111050_729,,,,1.0,0.0
111060_729,,,,1.0,0.0
111070_729,,,,1.0,0.0
111081_232,,,,1.0,0.0
111081_729,,,,1.0,0.0
111082_232,,,,1.0,0.0
111082_729,,,,1.0,0.0
111083_232,,,,1.0,0.0
111083_729,,,,1.0,0.0
111084_232,,,,1.0,0.0
111084_729,,,,1.0,0.0
111085_232,,,,1.0,0.0
111085_729,,,,1.0,0.0
111086_232,,,,1.0,0.0
111087_232,8.612458760302417,89.5,2.457701881357202e-08,0.004250077731650825,1.0
111088_232,,,,1.0,0.0
111089_232,1.4534598098860754,69.5,0.19483230415992717,0.1956533452679775,0.0
111090_232,,,,1.0,0.0
111091_729,,,,1.0,0.0
111092_729,,,,1.0,0.0
111093_232,,,,1.0,0.0
111093_729,,,,1.0,0.0
111094_232,,,,1.0,0.0
111095_232,,,,1.0,0.0
111096_232,,,,1.0,0.0
111097_232,,,,1.0,0.0
111098_232,,,,1.0,0.0
111099_232,,,,1.0,0.0
112011_706,,,,1.0,0.0
112012_231,,,,1.0,0.0
112012_706,,,,1.0,0.0
112013_231,,,,1.0,0.0
112013_706,,,,1.0,0.0
112014_231,,,,1.0,0.0
112014_706,,,,1.0,0.0
112015_706,,,,1.0,0.0
112016_231,,,,1.0,0.0
112016_706,,,,1.0,0.0
112017_231,,,,1.0,0.0
112017_706,,,,1.0,0.0
112018_231,,,,1.0,0.0
112018_706,,,,1.0,0.0
112019_231,,,,1.0,0.0
112019_706,,,,1.0,0.0
112020_706,,,,1.0,0.0
112030_706,,,,1.0,0.0
112041_706,,,,1.0,0.0
112042_706,,,,1.0,0.0
112043_706,,,,1.0,0.0
112044_706,,,,1.0,0.0
112045_706,,,,1.0,0.0
112046_231,,,,1.0,0.0
112046_706,,,,1.0,0.0
112047_231,,,,1.0,0.0
112047_706,,,,1.0,0.0
112048_231,,,,1.0,0.0
112049_231,,,,1.0,0.0
112050_706,,,,1.0,0.0
112060_706,,,,1.0,0.0
112070_706,,,,1.0,0.0
112111_231,,,,1.0,0.0
112111_232,,,,1.0,0.0
112111_262,,,,1.0,0.0
112111_706,,,,1.0,0.0
112112_231,,,,1.0,0.0
112112_706,,,,1.0,0.0
112113_706,,,,1.0,0.0
112114_231,,,,1.0,0.0
112114_706,,,,1.0,0.0
112115_706,,,,1.0,0.0
112116_706,,,,1.0,0.0
112117_706,,,,1.0,0.0
